tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
570016304284901379,neutral,1.0,na,na,Virgin America,na,GottAmanda,na,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,"[34.0219817, -118.38591198]",2015-02-23 16:24:11 -0800,Los Angeles,na
570015408788414464,neutral,0.6578,na,0.0,Virgin America,na,KGervaise,na,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,na,2015-02-23 16:20:38 -0800,Georgia,Pacific Time (US & Canada)
570013523650048002,neutral,1.0,na,na,Virgin America,na,papamurat,na,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,na,2015-02-23 16:13:09 -0800,na,na
570012257549070337,positive,1.0,na,na,Virgin America,na,arieldaie,na,0,@VirginAmerica I'm #elevategold for a good reason: you rock!!,na,2015-02-23 16:08:07 -0800,Los Angeles,na
570011341483843584,neutral,0.6799,na,na,Virgin America,na,vacations7,na,0,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,na,2015-02-23 16:04:28 -0800,Turks and caicos,na
570010571707256832,positive,1.0,na,na,Virgin America,na,ChelseaPoe666,na,0,@VirginAmerica wow this just blew my mind,na,2015-02-23 16:01:25 -0800,Oakland via Midwest ,Atlantic Time (Canada)
570010539499393025,neutral,1.0,na,na,Virgin America,na,BobGlavinVO,na,0,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,na,2015-02-23 16:01:17 -0800,"New York, NY",Eastern Time (US & Canada)
570009713447825408,neutral,0.6436,na,na,Virgin America,na,lisaaiko,na,0,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,na,2015-02-23 15:58:00 -0800,na,na
570009035455344640,neutral,0.6764,na,0.0,Virgin America,na,grantbrowne,na,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",na,2015-02-23 15:55:18 -0800,Worldwide,Central Time (US & Canada)
570006886012973056,positive,0.657,na,na,Virgin America,na,joyabsalon,na,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,na,2015-02-23 15:46:46 -0800,Northern Virginia,Eastern Time (US & Canada)
570004391731847169,neutral,1.0,na,na,Virgin America,na,2v,na,0,@VirginAmerica wish you flew out of Atlanta... Soon?,na,2015-02-23 15:36:51 -0800,Los Angeles / Atlanta,Eastern Time (US & Canada)
570001194900426752,neutral,0.7118,na,0.0,Virgin America,na,KSmithFoundHere,na,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,na,2015-02-23 15:24:09 -0800,na,Atlantic Time (Canada)
570000071644872704,neutral,1.0,na,na,Virgin America,na,papamurat,na,0,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,na,2015-02-23 15:19:41 -0800,na,na
569996412286582784,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,na,murphicus,na,0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,na,2015-02-23 15:05:09 -0800,"new york, new york",Eastern Time (US & Canada)
569996245462159361,positive,1.0,na,na,Virgin America,na,VinnieFerra,na,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,na,2015-02-23 15:04:29 -0800,"brooklyn, Ny",Pacific Time (US & Canada)
569990222609412097,positive,0.635,na,na,Virgin America,na,KevinDemsi,na,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,na,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",Kuala Lumpur
569990163209850881,neutral,0.7007,na,na,Virgin America,na,giffgaffman,na,0,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,na,2015-02-23 14:40:19 -0800,"UK, USA. ",na
569989504431316993,neutral,1.0,na,na,Virgin America,na,HanlonBrothers,na,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,na,2015-02-23 14:37:42 -0800,"Gold Coast, Australia",Brisbane
569989321698074624,neutral,1.0,na,na,Virgin America,na,emilybg78,na,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,na,2015-02-23 14:36:58 -0800,"Stockton, CA",Arizona
569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,na,rachie1126,na,0,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,na,2015-02-23 14:35:50 -0800,"New York, NY",Eastern Time (US & Canada)
569987622484848640,neutral,0.6858,na,na,Virgin America,na,adawson66,na,0,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌","[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,na,na
569986782567071744,neutral,1.0,na,na,Virgin America,na,SocialPLC,na,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",na,2015-02-23 14:26:53 -0800,"Twin Cities, Minn.",Eastern Time (US & Canada)
569986348041547778,positive,1.0,na,na,Virgin America,na,jeffreymace01,na,0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,na,2015-02-23 14:25:09 -0800,na,na
569982307634794497,neutral,0.6814,na,0.0,Virgin America,na,1stcrown,na,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,na,2015-02-23 14:09:06 -0800,USA,Central Time (US & Canada)
569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,na,onerockgypsy,na,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,na,2015-02-23 13:46:30 -0800,next city,Pacific Time (US & Canada)
569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,na,noelduan,na,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",na,2015-02-23 13:35:23 -0800,SF ↔ NY,Eastern Time (US & Canada)
569972508499283968,positive,0.6922,na,na,Virgin America,na,Travelzoo,na,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,na,2015-02-23 13:30:10 -0800,"New York, NY",Pacific Time (US & Canada)
569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,na,gianagon,na,0,@VirginAmerica everything was fine until you lost my bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,New York + Panama,Eastern Time (US & Canada)
569961866224652288,neutral,1.0,na,na,Virgin America,na,bxchen,na,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,na,2015-02-23 12:47:52 -0800,"San Francisco, CA",Eastern Time (US & Canada)
569949891163615232,neutral,0.6492,na,0.0,Virgin America,na,seimatrun,na,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,na,2015-02-23 12:00:17 -0800,Los Angeles,na
569948966873370625,neutral,1.0,na,na,Virgin America,na,jamied7,na,0,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",na,2015-02-23 11:56:37 -0800,"London, England",London
569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,na,seimatrun,na,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,na,2015-02-23 11:46:16 -0800,Los Angeles,na
569942903683813376,positive,1.0,na,na,Virgin America,na,mrmichaellay,na,0,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.","[36.08457854, -115.13780136]",2015-02-23 11:32:31 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
569941957490774016,positive,1.0,na,na,Virgin America,na,TaylorLumsden,na,0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,na,2015-02-23 11:28:46 -0800,"Dallas, Texas",Mountain Time (US & Canada)
569940834994401280,neutral,1.0,na,na,Virgin America,na,campusmoviefest,na,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",na,2015-02-23 11:24:18 -0800,USA,Eastern Time (US & Canada)
569940323746516993,neutral,1.0,na,na,Virgin America,na,TaylorLumsden,na,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,na,2015-02-23 11:22:16 -0800,"Dallas, Texas",Mountain Time (US & Canada)
569935232033366017,negative,1.0,Customer Service Issue,1.0,Virgin America,na,meme_meng,na,0,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,na,2015-02-23 11:02:02 -0800,na,na
569934395865493504,neutral,1.0,na,na,Virgin America,na,kyle_romanoff,na,0,@VirginAmerica what happened to Doom?!,na,2015-02-23 10:58:43 -0800,na,na
569933816963342337,negative,1.0,Customer Service Issue,1.0,Virgin America,na,GunsNDip,na,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,na,2015-02-23 10:56:25 -0800,na,Pacific Time (US & Canada)
569933777931145216,positive,1.0,na,na,Virgin America,na,artisticwritr87,na,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,na,2015-02-23 10:56:16 -0800,"Seattle, WA",Pacific Time (US & Canada)
569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,na,arieldaie,na,0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,na,2015-02-23 10:54:47 -0800,Los Angeles,na
569933360564342784,negative,1.0,Can't Tell,1.0,Virgin America,na,GunsNDip,na,0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,na,2015-02-23 10:54:36 -0800,na,Pacific Time (US & Canada)
569929243146088448,negative,1.0,Can't Tell,1.0,Virgin America,na,GunsNDip,na,0,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,na,2015-02-23 10:38:14 -0800,na,Pacific Time (US & Canada)
569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,na,jsatk,na,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,"[0.0, 0.0]",2015-02-23 10:29:19 -0800,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
569923394990419968,neutral,0.6705,na,0.0,Virgin America,na,serenaklal,na,0,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,na,2015-02-23 10:15:00 -0800,Chicago,Eastern Time (US & Canada)
569922008588222465,neutral,1.0,na,na,Virgin America,na,openambit1,na,0,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,na,2015-02-23 10:09:30 -0800,na,na
569920824905306113,neutral,0.6545,na,0.0,Virgin America,na,cabowine,na,0,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,na,2015-02-23 10:04:47 -0800,"Los Cabos,Mexico",Arizona
569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,na,MaryAnnTaylorT,na,0,@VirginAmerica Why is the site down?  When will it be back up?,na,2015-02-23 09:57:42 -0800,"New York, NY",Arizona
569915941192015872,neutral,1.0,na,na,Virgin America,na,RamotControl,na,0,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",na,2015-02-23 09:45:23 -0800,na,Pacific Time (US & Canada)
569913339427434496,neutral,0.6639,na,0.0,Virgin America,na,losermelon,na,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",na,2015-02-23 09:35:03 -0800,na,na
569911816937033728,negative,1.0,Cancelled Flight,1.0,Virgin America,na,AlisonK33774854,na,0,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,na,2015-02-23 09:29:00 -0800,na,na
569911674158731264,negative,1.0,Late Flight,1.0,Virgin America,na,GunsNDip,na,0,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",na,2015-02-23 09:28:26 -0800,na,Pacific Time (US & Canada)
569911218942517248,neutral,0.6765,na,0.0,Virgin America,na,yazdanagh,na,0,@VirginAmerica why is flight 345 redirected?,na,2015-02-23 09:26:37 -0800,na,na
569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,na,MerchEngines,na,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",na,2015-02-23 09:25:41 -0800,"Los Angeles, CA",Arizona
569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,na,ColorCartel,na,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,na,2015-02-23 09:18:42 -0800,"Austin, TX",Mountain Time (US & Canada)
569907336485019648,negative,1.0,Can't Tell,0.659,Virgin America,na,MustBeSpoken,na,0,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,na,2015-02-23 09:11:12 -0800,na,na
569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,na,mattbunk,na,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,na,2015-02-23 08:29:21 -0800,"Sterling Heights, MI",Eastern Time (US & Canada)
569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,na,louisjenny,na,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,na,2015-02-23 08:19:59 -0800,Washington DC,Quito
569894407001939968,neutral,1.0,na,na,Virgin America,na,STravelsW,na,0,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,na,2015-02-23 08:19:49 -0800,"Manhattan Beach, CA",na
569892199690678272,negative,1.0,Late Flight,0.6882,Virgin America,na,GunsNDip,na,0,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,na,2015-02-23 08:11:03 -0800,na,Pacific Time (US & Canada)
569891469210755074,neutral,1.0,na,na,Virgin America,na,joeyrenagade,na,0,@VirginAmerica check out new music http://t.co/maRcnOCWzn,na,2015-02-23 08:08:08 -0800,Greater Los Angeles,na
569891436100874241,negative,0.6925,Late Flight,0.3521,Virgin America,na,mrmichaellay,na,0,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,"[0.0, 0.0]",2015-02-23 08:08:01 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
569887310713479168,negative,1.0,Late Flight,0.3486,Virgin America,na,GunsNDip,na,0,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,na,2015-02-23 07:51:37 -0800,na,Pacific Time (US & Canada)
569887049446076416,positive,1.0,na,na,Virgin America,na,TheDuchessSF,na,0,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",na,2015-02-23 07:50:35 -0800,Online,Pacific Time (US & Canada)
569884551712886785,negative,1.0,Customer Service Issue,1.0,Virgin America,na,BeLeather,na,0,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,"[0.0, 0.0]",2015-02-23 07:40:39 -0800,na,Pacific Time (US & Canada)
569884407852437504,negative,1.0,Flight Booking Problems,0.6366,Virgin America,na,BeLeather,na,0,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,"[0.0, 0.0]",2015-02-23 07:40:05 -0800,na,Pacific Time (US & Canada)
569881548515708928,neutral,0.6593,na,0.0,Virgin America,na,drcaseydrake,na,0,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,"[37.79374402, -122.39327564]",2015-02-23 07:28:43 -0800,"Dallas, TX",na
569873669700358144,positive,0.6823,na,0.0,Virgin America,na,flyfromWAS,na,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",na,2015-02-23 06:57:25 -0800,"Washington, DC",Eastern Time (US & Canada)
569873668131717120,neutral,1.0,na,na,Virgin America,na,flyfromSEA,na,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",na,2015-02-23 06:57:24 -0800,Seattle,Central Time (US & Canada)
569873665640292353,positive,0.6806,na,na,Virgin America,na,flyfromNYC,na,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",na,2015-02-23 06:57:24 -0800,"New York City, NY",Central Time (US & Canada)
569873664612704256,neutral,0.6529,na,na,Virgin America,na,flyfromLAX,na,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",na,2015-02-23 06:57:24 -0800,"Los Angeles, CA",Central Time (US & Canada)
569872058613673984,positive,0.6779999999999999,na,na,Virgin America,na,Silvanabfer,na,0,@VirginAmerica Have a great week 🌞✈,na,2015-02-23 06:51:01 -0800,na,na
